Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request_Date,Request_Hour,Request_Day,Ride_Duration_Minutes,Time_Slot,Ride_Category
1450,Airport,79,Trip Completed,2016-07-12 04:46:00,2016-07-12 05:46:00,2016-07-12,4,Tuesday,60.0,Late Night,Long Ride
2044,Airport,79,Trip Completed,2016-07-12 14:39:00,2016-07-12 15:21:00,2016-07-12,14,Tuesday,42.0,Afternoon,Short Ride
2420,Airport,79,Trip Completed,2016-07-12 20:07:00,2016-07-12 21:04:00,2016-07-12,20,Tuesday,57.0,Evening,Average Ride
3944,City,79,Trip Completed,2016-07-13 22:33:08,2016-07-13 23:09:11,2016-07-13,22,Wednesday,36.05,Night,Short Ride
4369,City,79,Trip Completed,2016-07-14 07:37:30,2016-07-14 08:18:10,2016-07-14,7,Thursday,40.666666666666664,Morning,Short Ride
5070,Airport,79,Trip Completed,2016-07-14 19:33:31,2016-07-14 20:45:20,2016-07-14,19,Thursday,71.81666666666666,Evening,Long Ride
5822,Airport,79,Trip Completed,2016-07-15 08:53:59,2016-07-15 09:40:06,2016-07-15,8,Friday,46.11666666666667,Morning,Average Ride
6723,City,79,Trip Completed,2016-07-15 23:19:28,2016-07-16 00:08:14,2016-07-15,23,Friday,48.766666666666666,Night,Average Ride
3,Airport,80,Trip Completed,2016-07-11 00:24:00,2016-07-11 01:31:00,2016-07-11,0,Monday,67.0,Late Night,Long Ride
70,City,80,Trip Completed,2016-07-11 04:34:00,2016-07-11 05:30:00,2016-07-11,4,Monday,56.0,Late Night,Average Ride
256,Airport,80,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:38:00,2016-07-11,6,Monday,54.0,Morning,Average Ride
702,Airport,80,Trip Completed,2016-07-11 14:07:00,2016-07-11 14:50:00,2016-07-11,14,Monday,43.0,Afternoon,Short Ride
769,Airport,80,Trip Completed,2016-07-11 16:21:00,2016-07-11 17:25:00,2016-07-11,16,Monday,64.0,Afternoon,Long Ride
1277,City,80,Trip Completed,2016-07-11 22:04:00,2016-07-11 22:35:00,2016-07-11,22,Monday,31.0,Night,Short Ride
2062,Airport,80,Trip Completed,2016-07-12 15:00:00,2016-07-12 15:54:00,2016-07-12,15,Tuesday,54.0,Afternoon,Average Ride
2399,Airport,80,Trip Completed,2016-07-12 19:51:00,2016-07-12 20:35:00,2016-07-12,19,Tuesday,44.0,Evening,Short Ride
2645,Airport,80,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:22:00,2016-07-12,22,Tuesday,36.0,Night,Short Ride
3468,City,80,Trip Completed,2016-07-13 17:08:17,2016-07-13 17:46:15,2016-07-13,17,Wednesday,37.96666666666667,Evening,Short Ride
3826,Airport,80,Trip Completed,2016-07-13 21:16:30,2016-07-13 21:51:36,2016-07-13,21,Wednesday,35.1,Night,Short Ride
5384,Airport,80,Trip Completed,2016-07-14 00:03:40,2016-07-14 01:03:59,2016-07-14,0,Thursday,60.31666666666667,Late Night,Long Ride
6460,City,80,Trip Completed,2016-07-15 20:09:35,2016-07-15 20:52:51,2016-07-15,20,Friday,43.266666666666666,Evening,Short Ride
269,City,81,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:43:00,2016-07-11,6,Monday,59.0,Morning,Average Ride
336,Airport,81,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:44:00,2016-07-11,7,Monday,54.0,Morning,Average Ride
1241,Airport,81,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:42:00,2016-07-11,21,Monday,64.0,Night,Long Ride
1651,Airport,81,Trip Completed,2016-07-12 07:21:00,2016-07-12 07:59:00,2016-07-12,7,Tuesday,38.0,Morning,Short Ride
1963,City,81,Trip Completed,2016-07-12 11:58:00,2016-07-12 13:01:00,2016-07-12,11,Tuesday,63.0,Morning,Long Ride
2368,City,81,Trip Completed,2016-07-12 19:32:00,2016-07-12 20:23:00,2016-07-12,19,Tuesday,51.0,Evening,Average Ride
3004,Airport,81,Trip Completed,2016-07-13 07:17:33,2016-07-13 08:26:41,2016-07-13,7,Wednesday,69.13333333333334,Morning,Long Ride
3310,City,81,Trip Completed,2016-07-13 11:55:29,2016-07-13 12:57:04,2016-07-13,11,Wednesday,61.583333333333336,Morning,Long Ride
3391,City,81,Trip Completed,2016-07-13 14:34:59,2016-07-13 15:50:57,2016-07-13,14,Wednesday,75.96666666666667,Afternoon,Long Ride
4194,Airport,81,Trip Completed,2016-07-14 05:27:03,2016-07-14 06:13:22,2016-07-14,5,Thursday,46.31666666666667,Morning,Average Ride
5728,City,81,Trip Completed,2016-07-15 07:42:06,2016-07-15 08:45:07,2016-07-15,7,Friday,63.016666666666666,Morning,Long Ride
6091,City,81,Trip Completed,2016-07-15 14:37:20,2016-07-15 15:17:05,2016-07-15,14,Friday,39.75,Afternoon,Short Ride
6748,Airport,81,Trip Completed,2016-07-15 23:45:24,2016-07-16 00:51:38,2016-07-15,23,Friday,66.23333333333333,Night,Long Ride
286,City,82,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:54:00,2016-07-11,6,Monday,56.0,Morning,Average Ride
547,Airport,82,Trip Completed,2016-07-11 10:01:00,2016-07-11 10:47:00,2016-07-11,10,Monday,46.0,Morning,Average Ride
574,City,82,Trip Completed,2016-07-11 10:58:00,2016-07-11 11:39:00,2016-07-11,10,Monday,41.0,Morning,Short Ride
936,Airport,82,Trip Completed,2016-07-11 18:28:00,2016-07-11 19:25:00,2016-07-11,18,Monday,57.0,Evening,Average Ride
1514,Airport,82,Trip Completed,2016-07-12 05:41:00,2016-07-12 06:18:00,2016-07-12,5,Tuesday,37.0,Morning,Short Ride
1656,City,82,Trip Completed,2016-07-12 07:26:00,2016-07-12 08:35:00,2016-07-12,7,Tuesday,69.0,Morning,Long Ride
2405,Airport,82,Trip Completed,2016-07-12 20:01:00,2016-07-12 20:53:00,2016-07-12,20,Tuesday,52.0,Evening,Average Ride
3372,Airport,82,Trip Completed,2016-07-13 14:03:18,2016-07-13 14:37:56,2016-07-13,14,Wednesday,34.63333333333333,Afternoon,Short Ride
4215,Airport,82,Trip Completed,2016-07-14 05:40:49,2016-07-14 06:38:45,2016-07-14,5,Thursday,57.93333333333333,Morning,Average Ride
6486,City,82,Trip Completed,2016-07-15 20:26:16,2016-07-15 21:08:34,2016-07-15,20,Friday,42.3,Evening,Short Ride
520,City,83,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:43:00,2016-07-11,9,Monday,56.0,Morning,Average Ride
1285,City,83,Trip Completed,2016-07-11 22:13:00,2016-07-11 23:17:00,2016-07-11,22,Monday,64.0,Night,Long Ride
3394,City,83,Trip Completed,2016-07-13 14:51:48,2016-07-13 15:32:12,2016-07-13,14,Wednesday,40.4,Afternoon,Short Ride
3520,City,83,Trip Completed,2016-07-13 17:43:14,2016-07-13 18:36:58,2016-07-13,17,Wednesday,53.733333333333334,Evening,Average Ride
4998,City,83,Trip Completed,2016-07-14 18:52:48,2016-07-14 20:04:07,2016-07-14,18,Thursday,71.31666666666666,Evening,Long Ride
5377,City,83,Trip Completed,2016-07-14 23:42:02,2016-07-15 00:39:38,2016-07-14,23,Thursday,57.6,Night,Average Ride
5759,City,83,Trip Completed,2016-07-15 08:16:35,2016-07-15 08:54:41,2016-07-15,8,Friday,38.1,Morning,Short Ride
422,City,84,Trip Completed,2016-07-11 08:42:00,2016-07-11 09:56:00,2016-07-11,8,Monday,74.0,Morning,Long Ride
578,Airport,84,Trip Completed,2016-07-11 11:03:00,2016-07-11 11:53:00,2016-07-11,11,Monday,50.0,Morning,Average Ride
3035,City,84,Trip Completed,2016-07-13 07:31:14,2016-07-13 08:47:40,2016-07-13,7,Wednesday,76.43333333333334,Morning,Long Ride
3728,Airport,84,Trip Completed,2016-07-13 20:03:07,2016-07-13 21:16:50,2016-07-13,20,Wednesday,73.71666666666667,Evening,Long Ride
4097,City,84,Trip Completed,2016-07-14 03:15:23,2016-07-14 04:05:22,2016-07-14,3,Thursday,49.983333333333334,Late Night,Average Ride
5184,City,84,Trip Completed,2016-07-14 20:42:24,2016-07-14 21:49:56,2016-07-14,20,Thursday,67.53333333333333,Evening,Long Ride
5404,City,84,Trip Completed,2016-07-15 01:12:58,2016-07-15 02:05:26,2016-07-15,1,Friday,52.46666666666667,Late Night,Average Ride
5525,Airport,84,Trip Completed,2016-07-15 05:18:23,2016-07-15 06:36:52,2016-07-15,5,Friday,78.48333333333333,Morning,Long Ride
6392,Airport,84,Trip Completed,2016-07-15 19:24:23,2016-07-15 20:31:59,2016-07-15,19,Friday,67.6,Evening,Long Ride
603,Airport,85,Trip Completed,2016-07-11 11:43:00,2016-07-11 12:56:00,2016-07-11,11,Monday,73.0,Morning,Long Ride
1956,City,85,Trip Completed,2016-07-12 11:45:00,2016-07-12 12:32:00,2016-07-12,11,Tuesday,47.0,Morning,Average Ride
2914,Airport,85,Trip Completed,2016-07-13 06:16:45,2016-07-13 06:51:33,2016-07-13,6,Wednesday,34.8,Morning,Short Ride
3434,Airport,85,Trip Completed,2016-07-13 16:07:30,2016-07-13 16:48:47,2016-07-13,16,Wednesday,41.28333333333333,Afternoon,Short Ride
3454,City,85,Trip Completed,2016-07-13 16:57:25,2016-07-13 18:07:08,2016-07-13,16,Wednesday,69.71666666666667,Afternoon,Long Ride
3809,City,85,Trip Completed,2016-07-13 20:58:30,2016-07-13 21:43:20,2016-07-13,20,Wednesday,44.833333333333336,Evening,Average Ride
3947,Airport,85,Trip Completed,2016-07-13 22:39:30,2016-07-13 23:15:31,2016-07-13,22,Wednesday,36.016666666666666,Night,Short Ride
4319,Airport,85,Trip Completed,2016-07-14 06:54:47,2016-07-14 08:09:53,2016-07-14,6,Thursday,75.1,Morning,Long Ride
4716,City,85,Trip Completed,2016-07-14 13:36:45,2016-07-14 14:08:52,2016-07-14,13,Thursday,32.11666666666667,Afternoon,Short Ride
5790,Airport,85,Trip Completed,2016-07-15 08:31:42,2016-07-15 09:40:10,2016-07-15,8,Friday,68.46666666666667,Morning,Long Ride
6205,Airport,85,Trip Completed,2016-07-15 17:26:43,2016-07-15 18:38:55,2016-07-15,17,Friday,72.2,Evening,Long Ride
6727,Airport,85,Trip Completed,2016-07-15 23:25:29,2016-07-16 00:19:56,2016-07-15,23,Friday,54.45,Night,Average Ride
51,City,86,Trip Completed,2016-07-11 03:34:00,2016-07-11 04:33:00,2016-07-11,3,Monday,59.0,Late Night,Average Ride
446,City,86,Trip Completed,2016-07-11 09:07:00,2016-07-11 10:08:00,2016-07-11,9,Monday,61.0,Morning,Long Ride
1252,City,86,Trip Completed,2016-07-11 21:51:00,2016-07-11 22:58:00,2016-07-11,21,Monday,67.0,Night,Long Ride
1380,Airport,86,Trip Completed,2016-07-12 01:01:00,2016-07-12 02:15:00,2016-07-12,1,Tuesday,74.0,Late Night,Long Ride
1638,City,86,Trip Completed,2016-07-12 07:15:00,2016-07-12 07:50:00,2016-07-12,7,Tuesday,35.0,Morning,Short Ride
2152,Airport,86,Trip Completed,2016-07-12 17:25:00,2016-07-12 17:55:00,2016-07-12,17,Tuesday,30.0,Evening,Short Ride
3125,City,86,Trip Completed,2016-07-13 08:45:44,2016-07-13 09:19:27,2016-07-13,8,Wednesday,33.71666666666667,Morning,Short Ride
3366,City,86,Trip Completed,2016-07-13 13:45:51,2016-07-13 14:34:41,2016-07-13,13,Wednesday,48.833333333333336,Afternoon,Average Ride
4632,Airport,86,Trip Completed,2016-07-14 11:21:39,2016-07-14 12:20:11,2016-07-14,11,Thursday,58.53333333333333,Morning,Average Ride
5924,City,86,Trip Completed,2016-07-15 10:09:09,2016-07-15 10:47:56,2016-07-15,10,Friday,38.78333333333333,Morning,Short Ride
6133,Airport,86,Trip Completed,2016-07-15 15:43:08,2016-07-15 16:15:26,2016-07-15,15,Friday,32.3,Afternoon,Short Ride
6316,Airport,86,Trip Completed,2016-07-15 18:35:07,2016-07-15 19:07:32,2016-07-15,18,Friday,32.416666666666664,Evening,Short Ride
6609,City,86,Trip Completed,2016-07-15 21:44:29,2016-07-15 22:55:40,2016-07-15,21,Friday,71.18333333333334,Night,Long Ride
246,Airport,87,Trip Completed,2016-07-11 06:35:00,2016-07-11 07:10:00,2016-07-11,6,Monday,35.0,Morning,Short Ride
980,Airport,87,Trip Completed,2016-07-11 19:00:00,2016-07-11 20:15:00,2016-07-11,19,Monday,75.0,Evening,Long Ride
1677,City,87,Trip Completed,2016-07-12 07:38:00,2016-07-12 08:16:00,2016-07-12,7,Tuesday,38.0,Morning,Short Ride
4620,City,87,Trip Completed,2016-07-14 10:59:15,2016-07-14 12:14:06,2016-07-14,10,Thursday,74.85,Morning,Long Ride
4848,Airport,87,Trip Completed,2016-07-14 17:33:47,2016-07-14 18:16:00,2016-07-14,17,Thursday,42.21666666666667,Evening,Short Ride
5402,Airport,87,Trip Completed,2016-07-15 01:06:24,2016-07-15 01:48:20,2016-07-15,1,Friday,41.93333333333333,Late Night,Short Ride
5971,Airport,87,Trip Completed,2016-07-15 11:04:56,2016-07-15 11:47:41,2016-07-15,11,Friday,42.75,Morning,Short Ride
6113,City,87,Trip Completed,2016-07-15 15:15:03,2016-07-15 16:22:39,2016-07-15,15,Friday,67.6,Afternoon,Long Ride
6508,City,87,Trip Completed,2016-07-15 20:40:24,2016-07-15 21:39:52,2016-07-15,20,Friday,59.46666666666667,Evening,Average Ride
746,Airport,88,Trip Completed,2016-07-11 15:47:00,2016-07-11 16:34:00,2016-07-11,15,Monday,47.0,Afternoon,Average Ride
1488,Airport,88,Trip Completed,2016-07-12 05:31:00,2016-07-12 06:38:00,2016-07-12,5,Tuesday,67.0,Morning,Long Ride
1838,City,88,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:10:00,2016-07-12,9,Tuesday,30.0,Morning,Short Ride
2839,Airport,88,Trip Completed,2016-07-13 05:20:59,2016-07-13 06:05:31,2016-07-13,5,Wednesday,44.53333333333333,Morning,Short Ride
4391,City,88,Trip Completed,2016-07-14 07:52:04,2016-07-14 09:02:00,2016-07-14,7,Thursday,69.93333333333334,Morning,Long Ride
4701,City,88,Trip Completed,2016-07-14 13:09:42,2016-07-14 13:49:32,2016-07-14,13,Thursday,39.833333333333336,Afternoon,Short Ride
5171,Airport,88,Trip Completed,2016-07-14 20:29:51,2016-07-14 21:35:12,2016-07-14,20,Thursday,65.35,Evening,Long Ride
5962,City,88,Trip Completed,2016-07-15 10:48:38,2016-07-15 11:55:36,2016-07-15,10,Friday,66.96666666666667,Morning,Long Ride
6118,City,88,Trip Completed,2016-07-15 15:17:12,2016-07-15 16:19:24,2016-07-15,15,Friday,62.2,Afternoon,Long Ride
6450,City,88,Trip Completed,2016-07-15 20:01:09,2016-07-15 20:59:46,2016-07-15,20,Friday,58.61666666666667,Evening,Average Ride
257,Airport,89,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:50:00,2016-07-11,6,Monday,72.0,Morning,Long Ride
708,Airport,89,Trip Completed,2016-07-11 14:16:00,2016-07-11 14:48:00,2016-07-11,14,Monday,32.0,Afternoon,Short Ride
891,Airport,89,Trip Completed,2016-07-11 18:10:00,2016-07-11 19:14:00,2016-07-11,18,Monday,64.0,Evening,Long Ride
1748,City,89,Trip Completed,2016-07-12 08:33:00,2016-07-12 09:14:00,2016-07-12,8,Tuesday,41.0,Morning,Short Ride
2625,City,89,Trip Completed,2016-07-12 22:09:00,2016-07-12 23:18:00,2016-07-12,22,Tuesday,69.0,Night,Long Ride
3989,City,89,Trip Completed,2016-07-13 23:21:15,2016-07-14 00:31:11,2016-07-13,23,Wednesday,69.93333333333334,Night,Long Ride
5285,Airport,89,Trip Completed,2016-07-14 21:42:42,2016-07-14 22:12:28,2016-07-14,21,Thursday,29.766666666666666,Night,Short Ride
6461,City,89,Trip Completed,2016-07-15 20:12:18,2016-07-15 21:12:20,2016-07-15,20,Friday,60.03333333333333,Evening,Long Ride
1563,Airport,90,Trip Completed,2016-07-12 06:16:00,2016-07-12 07:32:00,2016-07-12,6,Tuesday,76.0,Morning,Long Ride
2207,Airport,90,Trip Completed,2016-07-12 17:56:00,2016-07-12 19:14:00,2016-07-12,17,Tuesday,78.0,Evening,Long Ride
2879,City,90,Trip Completed,2016-07-13 05:59:51,2016-07-13 06:50:15,2016-07-13,5,Wednesday,50.4,Morning,Average Ride
3644,Airport,90,Trip Completed,2016-07-13 19:08:59,2016-07-13 19:54:48,2016-07-13,19,Wednesday,45.81666666666667,Evening,Average Ride
3996,Airport,90,Trip Completed,2016-07-13 23:36:34,2016-07-14 00:35:55,2016-07-13,23,Wednesday,59.35,Night,Average Ride
4355,City,90,Trip Completed,2016-07-14 07:19:07,2016-07-14 07:59:34,2016-07-14,7,Thursday,40.45,Morning,Short Ride
4758,City,90,Trip Completed,2016-07-14 15:26:32,2016-07-14 16:07:31,2016-07-14,15,Thursday,40.983333333333334,Afternoon,Short Ride
6001,Airport,90,Trip Completed,2016-07-15 12:07:54,2016-07-15 13:18:10,2016-07-15,12,Friday,70.26666666666667,Afternoon,Long Ride
1181,Airport,91,Trip Completed,2016-07-11 21:04:00,2016-07-11 22:06:00,2016-07-11,21,Monday,62.0,Night,Long Ride
1297,City,91,Trip Completed,2016-07-11 22:22:00,2016-07-11 23:03:00,2016-07-11,22,Monday,41.0,Night,Short Ride
1429,City,91,Trip Completed,2016-07-12 04:41:00,2016-07-12 05:22:00,2016-07-12,4,Tuesday,41.0,Late Night,Short Ride
2104,City,91,Trip Completed,2016-07-12 16:07:00,2016-07-12 17:04:00,2016-07-12,16,Tuesday,57.0,Afternoon,Average Ride
2736,City,91,Trip Completed,2016-07-13 02:43:10,2016-07-13 03:54:57,2016-07-13,2,Wednesday,71.78333333333333,Late Night,Long Ride
3615,City,91,Trip Completed,2016-07-13 18:56:23,2016-07-13 19:43:28,2016-07-13,18,Wednesday,47.083333333333336,Evening,Average Ride
4719,Airport,91,Trip Completed,2016-07-14 13:43:28,2016-07-14 14:46:06,2016-07-14,13,Thursday,62.63333333333333,Afternoon,Long Ride
4748,City,91,Trip Completed,2016-07-14 15:03:23,2016-07-14 16:22:04,2016-07-14,15,Thursday,78.68333333333334,Afternoon,Long Ride
870,City,92,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:41:00,2016-07-11,17,Monday,44.0,Evening,Short Ride
2124,Airport,92,Trip Completed,2016-07-12 16:53:00,2016-07-12 17:31:00,2016-07-12,16,Tuesday,38.0,Afternoon,Short Ride
2457,Airport,92,Trip Completed,2016-07-12 20:31:00,2016-07-12 21:39:00,2016-07-12,20,Tuesday,68.0,Evening,Long Ride
2621,City,92,Trip Completed,2016-07-12 22:05:00,2016-07-12 22:58:00,2016-07-12,22,Tuesday,53.0,Night,Average Ride
3168,City,92,Trip Completed,2016-07-13 09:12:04,2016-07-13 10:08:48,2016-07-13,9,Wednesday,56.733333333333334,Morning,Average Ride
3285,Airport,92,Trip Completed,2016-07-13 10:59:12,2016-07-13 12:00:50,2016-07-13,10,Wednesday,61.63333333333333,Morning,Long Ride
3315,City,92,Trip Completed,2016-07-13 12:09:28,2016-07-13 13:19:04,2016-07-13,12,Wednesday,69.6,Afternoon,Long Ride
5585,City,92,Trip Completed,2016-07-15 05:58:43,2016-07-15 07:10:36,2016-07-15,5,Friday,71.88333333333334,Morning,Long Ride
6235,City,92,Trip Completed,2016-07-15 17:47:05,2016-07-15 18:20:13,2016-07-15,17,Friday,33.13333333333333,Evening,Short Ride
913,Airport,93,Trip Completed,2016-07-11 18:18:00,2016-07-11 19:15:00,2016-07-11,18,Monday,57.0,Evening,Average Ride
1852,City,93,Trip Completed,2016-07-12 09:43:00,2016-07-12 10:58:00,2016-07-12,9,Tuesday,75.0,Morning,Long Ride
3117,Airport,93,Trip Completed,2016-07-13 08:34:53,2016-07-13 09:07:49,2016-07-13,8,Wednesday,32.93333333333333,Morning,Short Ride
3392,Airport,93,Trip Completed,2016-07-13 14:46:13,2016-07-13 15:17:16,2016-07-13,14,Wednesday,31.05,Afternoon,Short Ride
4722,City,93,Trip Completed,2016-07-14 13:50:32,2016-07-14 14:59:32,2016-07-14,13,Thursday,69.0,Afternoon,Long Ride
692,Airport,94,Trip Completed,2016-07-11 13:49:00,2016-07-11 14:29:00,2016-07-11,13,Monday,40.0,Afternoon,Short Ride
1351,Airport,94,Trip Completed,2016-07-11 23:44:00,2016-07-12 00:49:00,2016-07-11,23,Monday,65.0,Night,Long Ride
1800,City,94,Trip Completed,2016-07-12 09:09:00,2016-07-12 10:05:00,2016-07-12,9,Tuesday,56.0,Morning,Average Ride
2434,City,94,Trip Completed,2016-07-12 20:16:00,2016-07-12 21:15:00,2016-07-12,20,Tuesday,59.0,Evening,Average Ride
3212,City,94,Trip Completed,2016-07-13 09:48:28,2016-07-13 10:45:47,2016-07-13,9,Wednesday,57.31666666666667,Morning,Average Ride
3340,City,94,Trip Completed,2016-07-13 12:45:18,2016-07-13 13:37:51,2016-07-13,12,Wednesday,52.55,Afternoon,Average Ride
3598,Airport,94,Trip Completed,2016-07-13 18:38:49,2016-07-13 19:40:08,2016-07-13,18,Wednesday,61.31666666666667,Evening,Long Ride
53,Airport,95,Trip Completed,2016-07-11 03:30:00,2016-07-11 04:22:00,2016-07-11,3,Monday,52.0,Late Night,Average Ride
3558,Airport,95,Trip Completed,2016-07-13 18:14:56,2016-07-13 18:51:03,2016-07-13,18,Wednesday,36.11666666666667,Evening,Short Ride
4257,City,95,Trip Completed,2016-07-14 06:10:44,2016-07-14 07:08:09,2016-07-14,6,Thursday,57.416666666666664,Morning,Average Ride
4869,City,95,Trip Completed,2016-07-14 17:49:44,2016-07-14 18:20:32,2016-07-14,17,Thursday,30.8,Evening,Short Ride
5548,City,95,Trip Completed,2016-07-15 05:24:22,2016-07-15 06:06:40,2016-07-15,5,Friday,42.3,Morning,Short Ride
5630,Airport,95,Trip Completed,2016-07-15 06:32:35,2016-07-15 07:14:40,2016-07-15,6,Friday,42.083333333333336,Morning,Short Ride
6645,City,95,Trip Completed,2016-07-15 22:10:21,2016-07-15 23:00:45,2016-07-15,22,Friday,50.4,Night,Average Ride
156,Airport,96,Trip Completed,2016-07-11 05:35:00,2016-07-11 06:40:00,2016-07-11,5,Monday,65.0,Morning,Long Ride
350,City,96,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:40:00,2016-07-11,7,Monday,47.0,Morning,Average Ride
976,Airport,96,Trip Completed,2016-07-11 18:54:00,2016-07-11 19:48:00,2016-07-11,18,Monday,54.0,Evening,Average Ride
1344,City,96,Trip Completed,2016-07-11 23:35:00,2016-07-12 00:39:00,2016-07-11,23,Monday,64.0,Night,Long Ride
1524,City,96,Trip Completed,2016-07-12 05:50:00,2016-07-12 06:59:00,2016-07-12,5,Tuesday,69.0,Morning,Long Ride
2143,Airport,96,Trip Completed,2016-07-12 17:15:00,2016-07-12 17:56:00,2016-07-12,17,Tuesday,41.0,Evening,Short Ride
2353,City,96,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:23:00,2016-07-12,19,Tuesday,52.0,Evening,Average Ride
3028,Airport,96,Trip Completed,2016-07-13 07:28:45,2016-07-13 08:14:23,2016-07-13,7,Wednesday,45.63333333333333,Morning,Average Ride
3913,Airport,96,Trip Completed,2016-07-13 22:14:24,2016-07-13 22:56:32,2016-07-13,22,Wednesday,42.13333333333333,Night,Short Ride
4274,City,96,Trip Completed,2016-07-14 06:18:59,2016-07-14 07:27:20,2016-07-14,6,Thursday,68.35,Morning,Long Ride
4673,City,96,Trip Completed,2016-07-14 12:35:29,2016-07-14 13:44:08,2016-07-14,12,Thursday,68.65,Afternoon,Long Ride
6198,Airport,96,Trip Completed,2016-07-15 17:23:01,2016-07-15 18:11:45,2016-07-15,17,Friday,48.733333333333334,Evening,Average Ride
569,Airport,97,Trip Completed,2016-07-11 10:37:00,2016-07-11 11:44:00,2016-07-11,10,Monday,67.0,Morning,Long Ride
1626,Airport,97,Trip Completed,2016-07-12 06:58:00,2016-07-12 07:49:00,2016-07-12,6,Tuesday,51.0,Morning,Average Ride
3505,City,97,Trip Completed,2016-07-13 17:37:40,2016-07-13 18:22:34,2016-07-13,17,Wednesday,44.9,Evening,Average Ride
3758,City,97,Trip Completed,2016-07-13 20:37:56,2016-07-13 21:16:23,2016-07-13,20,Wednesday,38.45,Evening,Short Ride
4649,City,97,Trip Completed,2016-07-14 11:50:27,2016-07-14 12:44:54,2016-07-14,11,Thursday,54.45,Morning,Average Ride
4745,Airport,97,Trip Completed,2016-07-14 15:06:01,2016-07-14 16:05:37,2016-07-14,15,Thursday,59.6,Afternoon,Average Ride
5354,Airport,97,Trip Completed,2016-07-14 23:07:32,2016-07-15 00:01:32,2016-07-14,23,Thursday,54.0,Night,Average Ride
5953,City,97,Trip Completed,2016-07-15 10:42:09,2016-07-15 11:38:44,2016-07-15,10,Friday,56.583333333333336,Morning,Average Ride
6577,City,97,Trip Completed,2016-07-15 21:19:03,2016-07-15 21:48:54,2016-07-15,21,Friday,29.85,Night,Short Ride
1565,Airport,98,Trip Completed,2016-07-12 06:21:00,2016-07-12 07:32:00,2016-07-12,6,Tuesday,71.0,Morning,Long Ride
1973,Airport,98,Trip Completed,2016-07-12 12:17:00,2016-07-12 12:47:00,2016-07-12,12,Tuesday,30.0,Afternoon,Short Ride
2363,Airport,98,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:32:00,2016-07-12,19,Tuesday,61.0,Evening,Long Ride
2994,City,98,Trip Completed,2016-07-13 07:15:27,2016-07-13 08:12:48,2016-07-13,7,Wednesday,57.35,Morning,Average Ride
3201,Airport,98,Trip Completed,2016-07-13 09:33:26,2016-07-13 10:17:39,2016-07-13,9,Wednesday,44.21666666666667,Morning,Short Ride
3511,City,98,Trip Completed,2016-07-13 17:38:17,2016-07-13 18:54:39,2016-07-13,17,Wednesday,76.36666666666666,Evening,Long Ride
3956,Airport,98,Trip Completed,2016-07-13 22:47:55,2016-07-13 23:41:58,2016-07-13,22,Wednesday,54.05,Night,Average Ride
4359,City,98,Trip Completed,2016-07-14 07:27:05,2016-07-14 08:03:57,2016-07-14,7,Thursday,36.86666666666667,Morning,Short Ride
4798,City,98,Trip Completed,2016-07-14 16:52:26,2016-07-14 17:39:23,2016-07-14,16,Thursday,46.95,Afternoon,Average Ride
5955,Airport,98,Trip Completed,2016-07-15 10:45:56,2016-07-15 11:48:25,2016-07-15,10,Friday,62.483333333333334,Morning,Long Ride
6117,Airport,98,Trip Completed,2016-07-15 15:17:13,2016-07-15 16:06:54,2016-07-15,15,Friday,49.68333333333333,Afternoon,Average Ride
6252,City,98,Trip Completed,2016-07-15 18:00:40,2016-07-15 18:46:03,2016-07-15,18,Friday,45.38333333333333,Evening,Average Ride
101,Airport,99,Trip Completed,2016-07-11 05:08:00,2016-07-11 06:09:00,2016-07-11,5,Monday,61.0,Morning,Long Ride
351,City,99,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:55:00,2016-07-11,7,Monday,62.0,Morning,Long Ride
871,City,99,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:42:00,2016-07-11,17,Monday,45.0,Evening,Average Ride
1330,Airport,99,Trip Completed,2016-07-11 23:11:00,2016-07-12 00:14:00,2016-07-11,23,Monday,63.0,Night,Long Ride
3227,Airport,99,Trip Completed,2016-07-13 09:52:49,2016-07-13 10:33:38,2016-07-13,9,Wednesday,40.81666666666667,Morning,Short Ride
4921,City,99,Trip Completed,2016-07-14 18:14:26,2016-07-14 19:20:18,2016-07-14,18,Thursday,65.86666666666666,Evening,Long Ride
5373,City,99,Trip Completed,2016-07-14 23:42:23,2016-07-15 00:17:24,2016-07-14,23,Thursday,35.016666666666666,Night,Short Ride
6612,Airport,99,Trip Completed,2016-07-15 21:49:41,2016-07-15 22:28:38,2016-07-15,21,Friday,38.95,Night,Short Ride
